Scenario_ID,Avg_Cost_Per_Step,Missed_SAA_Lookups
0,44.57363704719122,0
1,44.17972458591979,0
2,43.45639679862561,0
3,44.71060992447334,0
4,44.344782805478104,0
5,44.843818024691764,0
6,45.31711669518599,0
7,44.609132695845034,0
8,44.830066134632766,0
9,44.28655149756055,0
10,44.94275863884136,0
11,43.67386196874365,0
12,44.73880622180781,0
13,44.084480098736705,0
14,44.12602026966306,0
15,44.94979269326624,0
16,43.86387207843103,0
17,44.34331962180297,0
18,45.1024218418682,0
19,43.94093425518816,0
20,44.16041246303486,0
21,44.63872908136163,0
22,44.97165534782763,0
23,43.997511461322496,0
24,44.541141575704366,0
25,43.53700352813981,0
26,44.404848739757135,0
27,45.31020448282799,0
28,44.88168760407263,0
29,44.6025083921184,0
30,44.47500655532451,0
31,44.99833104432228,0
32,44.32199472412871,0
33,44.660770877184106,0
34,43.64637849296283,0
35,44.81048663697865,0
36,45.32210756181495,0
37,44.3015966415906,0
38,44.47886900368998,0
39,43.47854130832151,0
40,44.33454794830098,0
41,44.82495208962597,0
42,44.80715038437748,0
43,44.86075535668823,0
44,43.29471586209509,0
45,44.64105218508261,0
46,43.89115559312396,0
47,43.82087802628775,0
48,43.79902731605477,0
49,43.79290888180598,0
50,44.35458840502543,0
51,44.046799240989664,0
52,44.60426424889619,0
53,44.790556320912074,0
54,44.2483864570064,0
55,44.221733527263204,0
56,44.44044063033152,0
57,44.33289870185608,0
58,44.03677920813102,0
59,45.30892215843073,0
60,43.445354559140945,0
61,44.29194068263689,0
62,44.95974325184805,0
63,44.477927624518976,0
64,44.17103748747384,0
65,44.19659896001489,0
66,43.295986927125654,0
67,43.88909604227664,0
68,44.25241360980966,0
69,43.95614935432932,1
70,44.54826345118038,0
71,44.58845933602061,0
72,45.455275003343,0
73,44.67120770046897,0
74,44.33155691625874,0
75,43.93803807696155,0
76,43.92016797504502,0
77,45.57270982243615,0
78,44.222790491377545,0
79,45.389567458271145,0
80,45.39865644259794,0
81,44.914814477240164,0
82,43.99211050995739,0
83,44.34637796088766,0
84,44.61269906590875,0
85,44.57161600922874,0
86,45.12952532361336,0
87,44.48286453502969,0
88,44.41508059251129,0
89,44.23263834709989,0
90,45.70592399417365,0
91,44.66218184824725,0
92,43.88123216178218,0
93,44.107226437135125,0
94,44.79853668565289,0
95,44.081220697098956,0

Metric,Value
Total_Avg_Cost,44.435597831056526
Std_Dev,0.521189591002204
CI_95_Lower,44.32999500483485
CI_95_Upper,44.5412006572782
