Scenario_ID,Avg_Cost_Per_Step,Missed_SAA_Lookups
0,33.95632293247967,0
1,34.18708672039756,1
2,33.554556363157275,0
3,33.64359569436253,0
4,34.9812718529719,0
5,33.092717963561284,0
6,34.51770453837962,0
7,33.41023927068181,0
8,35.16702728002134,0
9,34.68944087440376,0
10,34.37091726657748,0
11,35.21070657945447,0
12,34.03054167364415,0
13,35.551142179338946,0
14,35.20306584496103,0
15,34.06033810709837,0
16,34.506404601901025,0
17,33.43379204555473,0
18,34.93255324874976,0
19,33.94571260785948,0
20,34.35517098690896,0
21,34.70360578834911,0
22,34.016445038460404,0
23,34.358573593312414,0
24,33.510586067065425,0
25,34.30656600576918,0
26,34.92406230774549,0
27,34.85008366220821,0
28,33.34786168030092,0
29,33.86769076888826,0
30,34.44735883935003,0
31,34.3570561689725,0
32,32.91946446125243,0
33,34.90533305939283,0
34,34.365472980190354,0
35,35.1384766442532,0
36,34.565237258759275,0
37,33.63443612332655,0
38,34.79086233889047,0
39,34.518061178677684,0
40,35.06988928863403,1
41,33.48129376788,0
42,35.10789531788641,0
43,34.25852385920902,0
44,34.82073126927824,0
45,33.68176446363928,0
46,33.54894410876229,0
47,34.28917233309449,0
48,35.38695923100961,0
49,34.993476084830085,0
50,35.21868689404328,0
51,33.42442670629891,0
52,35.40208566010599,0
53,33.906596029045524,0
54,34.94663036881441,0
55,34.115133702329025,0
56,35.069707472121635,0
57,34.95188661846637,0
58,33.91053528294666,0
59,34.23636620569223,0
60,34.23046309251399,0
61,33.69670150490908,0
62,33.90214709119517,0
63,34.358813852301395,0
64,35.18314607471944,0
65,33.937329491719154,0
66,34.17542703817045,0
67,34.67626709212237,0
68,35.06953157820586,0
69,33.92566871900376,0
70,34.43785108659974,0
71,34.02614027706056,0
72,33.91788974900502,0
73,34.02274176813431,0
74,34.597702416517926,1
75,34.570932894547894,0
76,35.193111265433224,0
77,34.93382872494255,0
78,35.133024870642785,0
79,34.001870546022786,0
80,34.79747841365151,0
81,34.561439194558425,0
82,34.130277720833625,0
83,35.14030244106011,0
84,34.26724201950395,0
85,34.50743309230228,0
86,34.44629109311092,0
87,34.4113815690149,0
88,34.62869505675706,0
89,34.48122644854069,0
90,34.39376686565344,0
91,34.935346542438744,0
92,34.297264963916945,0
93,33.43717836869146,0
94,34.447645456087606,0
95,34.944721265204656,0

Metric,Value
Total_Avg_Cost,34.39548465527928
Std_Dev,0.5782012252375969
CI_95_Lower,34.278330198313796
CI_95_Upper,34.51263911224477
