Scenario_ID,Avg_Cost_Per_Step,Missed_SAA_Lookups
0,41.16162238949107,2
1,41.03521004380745,1
2,41.703410177528184,2
3,41.59915000643731,3
4,41.31400100580449,0
5,41.89305519401037,1
6,41.917355372037626,2
7,41.3637653964222,4
8,41.900734882008415,0
9,42.20067832727838,2
10,41.7420104678793,2
11,41.12562797208662,3
12,42.44873684426911,3
13,41.773407370126606,2
14,41.88886166331227,1
15,40.824522547392455,1
16,41.57564219765428,4
17,41.701453206797694,0
18,42.05089245357636,3
19,40.799968034546275,0
20,41.34155173626597,3
21,42.02560700127247,1
22,41.227999424957346,1
23,41.16508931682273,1
24,41.955889534103264,2
25,42.95246717670463,4
26,41.80450225923471,2
27,41.84121627522393,2
28,40.87255674390701,1
29,41.54702743288458,2
30,40.75084122692529,1
31,42.1395993851274,2
32,41.50903669470503,0
33,42.62894479999537,2
34,41.59452196184637,0
35,41.933586457207326,1
36,41.81282320994084,1
37,41.415483990255694,1
38,42.066667448878995,4
39,41.69552066049104,2
40,41.53906043903874,2
41,40.59508493218293,1
42,43.16792694357358,3
43,41.00661039011231,0
44,41.22816988684932,4
45,41.3178416508364,4
46,40.8779759000663,1
47,41.51443346111411,2
48,42.50417803856256,1
49,41.49691366099066,4
50,41.21399017256123,0
51,41.30973821660993,1
52,40.923299705012795,0
53,41.263888735700085,1
54,41.882113878382384,3
55,41.904186353013095,2
56,41.25370661993205,1
57,41.24401722473324,1
58,41.39332438340412,0
59,41.63879913186261,2
60,43.06094868578518,0
61,42.01660413068911,1
62,42.05246012726461,1
63,41.821533974747176,1
64,42.10876908844616,2
65,41.189197117745145,1
66,41.35100946291444,2
67,41.92368457482767,1
68,41.69866224822522,1
69,41.86736545827743,2
70,42.391768697162185,2
71,41.818969334774934,2
72,41.87588501588726,2
73,41.85566595085283,1
74,40.89218817486713,0
75,40.62216751918572,0
76,40.538144151950625,3
77,41.290557159260985,1
78,42.22242820038613,0
79,42.05818535522762,3
80,41.856286832014156,0
81,41.525173558553696,0
82,41.13956110159277,0
83,40.64358860714117,1
84,41.554079885871914,3
85,41.645385298916686,2
86,42.40926572512419,4
87,42.22720948186314,2
88,41.368721413107295,3
89,42.41598501653383,4
90,41.16035886439785,2
91,41.506887115765984,3
92,42.065985358180015,2
93,41.8402243675142,0
94,41.97954449787743,0
95,40.792053866040064,5

Metric,Value
Total_Avg_Cost,41.62877920242424
Std_Dev,0.5367077062488812
CI_95_Lower,41.52003211381518
CI_95_Upper,41.7375262910333
