Scenario_ID,Avg_Cost_Per_Step,Missed_SAA_Lookups
0,45.06231730193301,0
1,45.046132763927595,1
2,45.61425022089634,2
3,45.122026320330974,3
4,45.33436652290888,0
5,45.76711215003225,2
6,46.24419315793728,1
7,45.37445918423116,2
8,45.86110228410789,3
9,45.84811244463589,1
10,45.870508396974074,1
11,45.375487524701825,2
12,46.34158597597633,7
13,45.56121485253287,2
14,45.83331715650149,3
15,44.91408609335561,1
16,45.52127732691761,4
17,45.397611352791685,2
18,45.996986110487576,5
19,44.98830571876469,3
20,45.39449872597454,2
21,45.935785229188525,1
22,44.752514313968014,1
23,45.14893478965497,2
24,46.06186048810155,3
25,47.03918114595757,5
26,45.52616280932946,2
27,45.879263220806095,1
28,44.47033385192405,1
29,45.41936549246915,2
30,45.03673745498445,1
31,45.552469524249,2
32,45.452964386085455,0
33,46.30514049742901,1
34,45.822918752214996,0
35,45.60986210720208,2
36,45.80231191302924,1
37,45.52394669528361,4
38,45.947668117679115,7
39,45.838920025866315,3
40,45.58396763986687,2
41,44.890153083075006,0
42,46.771990889970034,3
43,45.07408015831476,1
44,45.023736974984615,3
45,45.333924200257016,4
46,44.8794503208348,4
47,45.292230617902014,0
48,46.259130765746,2
49,45.74688862607845,6
50,44.938714852775306,0
51,45.202857434995884,2
52,45.2086735043512,0
53,45.03518818140462,1
54,45.66575413035539,2
55,45.8546775219033,2
56,45.55084776042747,0
57,45.305838550227975,3
58,45.12328931663103,1
59,45.35805595441267,5
60,46.55674227619762,1
61,45.93239707865007,2
62,45.64289067871207,2
63,45.79586318206969,1
64,46.13599653451419,2
65,45.70257871359421,2
66,45.16197003731184,4
67,45.94025615700542,1
68,45.55290387828831,2
69,45.7764548561193,4
70,46.19801727387771,1
71,45.55367506871781,1
72,45.82881059335567,2
73,46.0278529739492,2
74,45.10395984229377,1
75,44.82354085358359,0
76,44.780759070006184,3
77,45.38310950661129,1
78,46.26660226762009,0
79,46.24700981444718,3
80,45.62887617416422,0
81,45.34499192078137,0
82,45.13286694374253,0
83,44.89195161424754,1
84,45.66391411201936,1
85,45.540097191891306,2
86,45.843661926488814,2
87,46.11454827370138,2
88,45.27418240176504,2
89,45.881859882859764,3
90,45.14702394122298,3
91,45.02573088092311,2
92,45.62453642988775,1
93,45.816327247608605,0
94,45.96983238424442,0
95,44.49473498120558,5

Metric,Value
Total_Avg_Cost,45.557304894266
Std_Dev,0.4798079354040595
CI_95_Lower,45.46008677077119
CI_95_Upper,45.6545230177608
