Scenario_ID,Avg_Cost_Per_Step,Missed_SAA_Lookups
0,42.333624058371115,0
1,42.06669804338096,1
2,41.626585074682666,0
3,41.528589526823424,0
4,42.76621831270061,0
5,41.09620060995676,0
6,42.30192403811652,0
7,41.48153012867776,0
8,43.359680862686574,0
9,42.75132584345187,0
10,42.88481146203227,0
11,43.13476449838448,0
12,42.26419627675969,0
13,43.78808191353993,0
14,43.014053862224216,0
15,41.612797060788594,0
16,42.41561942399308,0
17,41.259615445149784,0
18,42.80724114732038,0
19,41.902307225734084,0
20,42.48602060931901,0
21,42.54781139238569,0
22,41.67397260023968,0
23,42.25590474725875,0
24,41.3653199103574,0
25,42.076485226021006,0
26,42.896704352896315,0
27,42.841645859122984,0
28,41.48300556703027,0
29,41.91270599595058,0
30,42.450677753184976,0
31,42.32217553038207,0
32,41.29769117116969,0
33,42.596673968557056,0
34,42.32939731645436,0
35,43.05467474701978,0
36,42.719048785815986,0
37,41.88728197904251,0
38,42.40520519881438,0
39,42.43558895971554,0
40,43.2877602618328,1
41,41.75060318796895,0
42,43.009534813688724,0
43,42.19022771657284,0
44,42.5970779290881,0
45,42.22093145141786,0
46,41.58412462482078,0
47,42.404553548143774,0
48,42.90439298787446,0
49,43.024847245609536,0
50,43.47465233225066,0
51,41.478989631752114,0
52,43.09373519109127,0
53,41.79830616164224,0
54,42.82827917358161,0
55,42.180383584476566,0
56,43.091696636620334,0
57,42.83622920190862,0
58,41.97751537864172,0
59,42.218111716023245,0
60,42.32751420585222,0
61,41.4914675107139,0
62,41.77282390482392,0
63,42.43243904962834,0
64,42.873106637169144,0
65,42.05988697734434,0
66,42.5173252580691,0
67,42.59181675390483,0
68,42.72489259610461,0
69,41.887643363065166,0
70,42.75494457058515,0
71,42.22888622738297,1
72,42.169513080076335,0
73,42.20029812035827,0
74,42.60416116001342,1
75,42.37561297187487,0
76,43.057806588402684,0
77,42.96947906385025,0
78,42.85877351799098,0
79,42.03429540182441,0
80,42.85069821201533,0
81,42.40621115350282,0
82,42.14871517150963,0
83,42.92157391524277,0
84,42.13814490177077,0
85,42.74916464458068,0
86,42.35757830359151,0
87,42.528012060983556,0
88,42.51777272602111,0
89,42.20758230192907,0
90,42.43359922650128,0
91,42.89354926279374,0
92,42.52242459589906,0
93,41.48755963501783,0
94,42.507922577660054,0
95,42.88875062323993,0

Metric,Value
Total_Avg_Cost,42.384143286789715
Std_Dev,0.5441637115395386
CI_95_Lower,42.27388547109667
CI_95_Upper,42.49440110248276
