Scenario_ID,Avg_Cost_Per_Step,Missed_SAA_Lookups
0,33.731281802689,0
1,34.18801833691711,0
2,33.54154071246493,0
3,34.396736057540984,0
4,34.60455370974969,0
5,33.977616353537954,0
6,34.43243768947365,0
7,33.25833350401224,0
8,34.64666981902981,0
9,34.695599906159806,0
10,33.544470223290084,0
11,35.650699245452756,0
12,34.24715757093562,0
13,35.81351949164486,0
14,34.38778958525618,0
15,34.677979656187524,0
16,34.77975790754248,0
17,32.927905528477716,0
18,34.310476189323985,0
19,33.7113992025499,0
20,34.42812029464527,0
21,34.0492912495427,0
22,34.48129112013548,0
23,33.72247614249339,0
24,33.56331847780888,0
25,33.90279624445903,0
26,34.01483241633737,0
27,33.99810379962294,0
28,33.63754246068755,0
29,34.09104043048052,0
30,33.91858228359954,0
31,34.10498173502953,0
32,33.10603947500024,0
33,35.13041089179206,0
34,33.72495997493508,0
35,34.917114407449034,0
36,34.52571235369816,0
37,34.023259132334566,0
38,35.4099950944572,0
39,34.421479231808895,0
40,35.13473620080793,0
41,32.928102832638096,0
42,35.11676210279293,0
43,34.46405473863614,0
44,34.07863122574145,0
45,33.27028007739822,0
46,33.9528267470404,0
47,33.65296397781638,0
48,34.79338266713611,0
49,35.04288476901482,0
50,35.0088737387302,0
51,34.2488435982891,0
52,34.63831824549032,0
53,33.59800070439317,0
54,34.78622500952939,0
55,33.84390813485981,0
56,34.624543758118904,0
57,35.26314544761517,0
58,34.18319505062838,0
59,33.77391245812352,0
60,34.275610707837146,0
61,33.68042028139722,0
62,33.75556646109463,0
63,34.408342213340084,0
64,34.21829681937726,0
65,33.48977617048841,0
66,34.605816369084366,0
67,34.27159694619784,0
68,35.40071006287615,0
69,33.993815008500285,0
70,34.03889317340709,0
71,33.56467911075401,0
72,34.28731780611676,0
73,34.00889758770104,0
74,34.67475145230773,0
75,34.808524160890826,0
76,35.06811196870558,0
77,34.93077366465617,0
78,34.2761224128391,0
79,33.59852275110284,0
80,34.45742522692167,0
81,33.608760602795684,0
82,33.76471903158888,0
83,34.783637693832986,0
84,34.114673422987764,0
85,34.40596810332739,0
86,34.10135932184502,0
87,33.922644034061,0
88,34.49787379709426,0
89,34.04086662897546,0
90,34.69568085566435,0
91,35.09534554579363,0
92,34.08640769653872,0
93,34.21636849512705,0
94,34.18906814813178,0
95,35.32915222876307,0

Metric,Value
Total_Avg_Cost,34.268389345369556
Std_Dev,0.5870174372862966
CI_95_Lower,34.14944855781538
CI_95_Upper,34.38733013292373
